WazaId	ChargeFrame	AttackLoopFrame	SpawnOrigin	SpawnLocator	SpawnOffsetX	SpawnOffsetY	SpawnOffsetZ	ShotDirection	CorrectTargetType	ImpactMotionSpeed	PlayWazaMoveType	WazaRangeMin	WazaRangeMax	HeightTolerance	EffectiveRange	MinShootNum	MaxShootNum	HitPer	WazaRecastTime	EffectTime	EffectValue	AddMegaPowerValue	PlayedMotionSpeed	OverwriteBulletId1	ReplaceBulletId1	OverwriteBulletId2	ReplaceBulletId2	OverwriteBulletId3	ReplaceBulletId3	OverwriteBulletId4	ReplaceBulletId4	OverwriteBulletId5	ReplaceBulletId5	BulletCorrectScale
150	30	30	0	eff_rangeattack02	0	0	0	0	0	2	0	0	99	0	99	1	1	100	4	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
151	1	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	9	30	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
153	50	30	0	eff_center01	0	0	0	0	0	0.5	1	0.5	2	2	1	1	1	100	15	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
157	20	30	1	eff_center01	0	7	0	0	0	1	3	1	99	0	99	1	1	100	7	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
3003	0	0	0		0	0	0	2	0	0	0	0	99	0	99	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
162	20	20	0	eff_front01	0	0	0.5	0	0	1	1	0.5	2	2	99	1	1	100	9	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
163	10	20	0	eff_front01	0	0	0.5	0	0	1	1	0.5	2	2	99	1	1	100	7	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
164	1	30	4	eff_rangeattack02	0	0	3	0	0	1	0	0	99	0	99	1	1	100	10	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
172	15	20	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	6	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
174	1	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
998	40	20	1	eff_center01	0	0	0	0	0	1	1	0.5	8	2	7	1	1	100	15	0	0	5.75	1	1847	133	0	0	0	0	0	0	0	0	1
182	0	45	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
183	0	20	2	origin	0	0	0	0	0	2	1	0.5	6.5	2	5.5	1	1	100	3	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
188	15	20	0	eff_rangeattack02	0	0	0	0	0	1	3	0.5	99	0	25	1	1	100	7	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
191	1	20	0	eff_rangeattack02	0	0	0	0	0	1	3	0.5	99	0	99	1	1	100	7	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
192	50	30	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	12	1	1	100	15	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
195	30	20	0	origin	0	0	1	0	0	1	1	0.5	2	2	1	1	1	100	20	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
196	20	15	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	7	8	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
197	0	18	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	13	0	0	5.75	2	0	0	0	0	0	0	0	0	0	0	1
200	30	0	0	eff_front01	0	0	0.5	0	0	2	1	0.5	2	2	99	1	1	100	15	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
202	10	25	0	eff_front01	0	0	0.5	0	0	1	1	0.5	3	2	99	1	1	100	9	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
203	0	15	0	eff_center01	0	0	0	0	0	2	0	0	99	0	99	1	1	100	12	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
204	1	20	1	eff_center01	0	0	0	0	0	1	1	0.5	4	2	3	1	1	100	10	30	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
205	15	20	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	6	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
209	15	24	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	6	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
211	10	20	0	eff_front01	0	0	0.5	0	0	1	1	0.5	2	2	99	1	1	100	7	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
219	20	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	12	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
223	35	15	0	eff_front01	0	0	0.5	0	0	1	1	0.5	2	2	99	1	1	100	12	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
224	17	24	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	10	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
225	20	30	0	eff_rangeattack02	0	0	0	0	0	1	3	0.5	99	0	4	1	1	100	6	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
231	15	20	0	eff_front01	0	0	0.5	0	0	1	1	0.5	1.5	2	99	1	1	100	10	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
232	10	20	0	eff_front01	0	0	0.5	0	0	1	1	0.5	2	2	99	1	1	100	6	8	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
234	45	30	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
235	45	30	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
236	45	40	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
239	12	10	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	6	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
242	10	20	0	eff_front01	0	0	0.3	0	0	2	1	0.5	2	2	99	1	1	100	8	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
245	0	20	2	origin	0	0	0	0	0	2	1	0.5	8.5	2	7	1	1	100	3	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
247	10	30	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	12	1	1	100	8	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
248	10	30	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	10	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
3006	0	0	0		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
249	10	20	0	eff_front01	0	0	0.5	0	0	2	1	0.5	2	2	99	1	1	100	6	8	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
250	10	30	5	origin	0	0	0	0	0	1	3	0.5	99	0	99	1	1	100	7	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
257	30	40	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	9	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
261	20	40	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	5	1	1	100	10	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
268	30	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	10	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
269	10	20	1	eff_headcenter01	0	0	0	0	0	1	1	0.5	5	2	2	1	1	100	12	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
273	60	30	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	12	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
280	10	20	0	eff_front01	0	0	0.5	0	0	2	1	0.5	2	2	99	1	1	100	7	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
282	10	20	0	eff_front01	0	0	0.5	0	0	2	1	0.5	2	2	99	1	1	100	10	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
297	1	20	0	eff_center01	0	0	1.5	0	0	1	1	0.5	2	2	1	1	1	100	10	30	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
304	15	25	0	eff_front01	0	0.2	0	0	0	1	1	0.5	4	2	2	1	1	100	8	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
313	1	20	0	eff_center01	0	0	2	0	0	1	1	0.5	3	2	2	1	1	100	10	30	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
315	15	30	0	origin	0	0	0	0	0	1	1	0.5	2	2	99	1	1	100	10	30	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1.1
317	25	30	0	eff_front01	0	1.5	2	1	0	1	1	0.5	8	2	7	1	1	100	10	8	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
319	1	20	0	eff_front01	0	0	0	0	0	1	1	0.5	4.5	2	3.5	1	1	100	10	30	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
328	10	30	5	origin	0	0	0	0	0	1	3	0.5	99	0	99	1	1	100	7	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
331	20	20	0	eff_rangeattack02	0	0	0	0	0	1	3	0.5	99	0	12	5	5	100	6	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
332	1	20	0	eff_front01	0	0	0.5	0	0	2	1	0.5	2	2	99	1	1	100	9	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
334	1	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	9	30	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
337	10	20	0	eff_front01	0	0	0.5	0	0	2	1	0.5	2	2	99	1	1	100	8	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
339	40	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	18	12	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
340	40	20	7	origin	0	0	0	0	0	1	1	0.5	6	2	5	1	1	100	12	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
341	20	20	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	15	1	1	100	6	8	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
344	10	15	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	9	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
345	20	30	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	14	1	1	100	6	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
347	40	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	18	12	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
348	10	20	0	eff_front01	0	0.25	0.5	0	0	2	1	0.5	2	2	99	1	1	100	8	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
350	20	20	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	12	5	5	100	6	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
352	15	15	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	6	1	1	100	6	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
369	10	0	0	eff_front01	0	0	0.5	0	0	1	1	0.5	2	2	99	1	1	100	12	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
370	30	10	2	origin	0	0	0	0	0	1	1	0.5	2	2	1	1	1	100	12	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
377	15	30	1	eff_center01	0	0	0	0	0	1	1	0.5	5	2	3	1	1	100	12	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
390	1	20	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	99	1	1	100	7	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
392	50	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	10	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
394	15	18	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	8	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
396	20	30	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	14	1	1	100	8	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
398	10	20	0	eff_front01	0	0	0.5	0	0	2	1	0.5	2	2	99	1	1	100	8	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
399	20	20	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	12	1	1	100	8	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
400	10	20	0	eff_front01	0	0	0.5	0	0	2	1	0.5	2	2	99	1	1	100	7	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
403	20	20	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	12	1	1	95	7	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
404	10	20	0	eff_front01	0	0	0.5	0	0	1	1	0.5	2	2	99	1	1	100	8	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
405	20	20	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	6	1	1	100	8	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1.2
406	20	15	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	6	1	1	100	8	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1.2
407	25	20	2	origin	0	0	0	0	0	1	1	0.5	3	2	4	1	1	100	12	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
408	30	60	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	19	1	1	100	8	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
411	25	30	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	12	1	1	70	12	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
412	20	30	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	12	1	1	100	8	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
413	15	19	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	10	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
414	35	30	5	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	8	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
416	20	0	2	origin	0	0	0	0	0	1	1	0.5	3	2	4	1	1	100	20	0	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
417	25	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	20	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
