Id	ItemType	InternalName	IconName	Price	Pocket	SlotMaxNum	SortNum	PriceMegaShard	PriceColorfulScrew	CanNotHold	MachineWaza	MachineIndex	WorkRecvSleep	WorkRecvPoison	WorkRecvBurn	WorkRecvFreeze	WorkRecvParalyze	WorkRecvConfuse	WorkRecvMero	WorkAttack	WorkDefense	WorkSpAttack	WorkSpDefense	WorkSpeed	WorkAccuracy	WorkCritical	WorkEffectGuard	MintNature	WorkRecvPower	HealPercentage	WorkRevival	RevivePercentage	ExpPointGain	MaxUseLevel	WorkFriendly1	WorkFriendly2	WorkFriendly3	WorkEvolutional	WorkFormChange	WorkStatusHp	WorkStatusAtk	WorkStatusDef	WorkStatusSpd	WorkStatusSAtk	WorkStatusSDef	EquipPower	AutoHealPriority	CanUseInBattle	SwapIntoId
150	ITEMTYPE_1	KAGONOMI	item_0150	80	5	999	2	0	0	False	WAZA_NULL	-1	True	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	True	0
151	ITEMTYPE_1	MOMONNOMI	item_0151	80	5	999	3	0	0	False	WAZA_NULL	-1	False	True	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	True	0
152	ITEMTYPE_1	TIIGONOMI	item_0152	80	5	999	4	0	0	False	WAZA_NULL	-1	False	False	True	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	True	0
153	ITEMTYPE_1	NANASINOMI	item_0153	80	5	999	5	0	0	False	WAZA_NULL	-1	False	False	False	True	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	True	0
155	ITEMTYPE_1	ORENNOMI	item_0155	80	5	999	6	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	10	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	10	0	True	0
156	ITEMTYPE_1	KIINOMI	item_0156	80	5	999	7	0	0	False	WAZA_NULL	-1	False	False	False	False	False	True	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	True	0
157	ITEMTYPE_1	RAMUNOMI	item_0157	80	5	999	8	0	0	False	WAZA_NULL	-1	True	True	True	True	True	True	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	True	0
158	ITEMTYPE_1	OBONNOMI	item_0158	80	5	999	9	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	25	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	25	0	True	0
169	ITEMTYPE_1	ZAROKUNOMI	item_0169	80	5	999	10	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	10	5	1	False	False	-10	0	0	0	0	0	0	0	False	0
170	ITEMTYPE_1	NEKOBUNOMI	item_0170	80	5	999	11	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	10	5	1	False	False	0	-10	0	0	0	0	0	0	False	0
171	ITEMTYPE_1	TAPORUNOMI	item_0171	80	5	999	12	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	10	5	1	False	False	0	0	-10	0	0	0	0	0	False	0
172	ITEMTYPE_1	ROMENOMI	item_0172	80	5	999	13	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	10	5	1	False	False	0	0	0	0	-10	0	0	0	False	0
173	ITEMTYPE_1	UBUNOMI	item_0173	80	5	999	14	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	10	5	1	False	False	0	0	0	0	0	-10	0	0	False	0
174	ITEMTYPE_1	MATOMANOMI	item_0174	80	5	999	15	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	10	5	1	False	False	0	0	0	-10	0	0	0	0	False	0
184	ITEMTYPE_1	OKKANOMI	item_0184	80	5	999	16	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
185	ITEMTYPE_1	ITOKENOMI	item_0185	80	5	999	17	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
186	ITEMTYPE_1	SOKUNONOMI	item_0186	80	5	999	18	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
187	ITEMTYPE_1	RINDONOMI	item_0187	80	5	999	19	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
188	ITEMTYPE_1	YATHENOMI	item_0188	80	5	999	20	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
189	ITEMTYPE_1	YOPUNOMI	item_0189	80	5	999	21	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
190	ITEMTYPE_1	BIAANOMI	item_0190	80	5	999	22	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
191	ITEMTYPE_1	SYUKANOMI	item_0191	80	5	999	23	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
192	ITEMTYPE_1	BAKOUNOMI	item_0192	80	5	999	24	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
193	ITEMTYPE_1	UTANNOMI	item_0193	80	5	999	25	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
194	ITEMTYPE_1	TANGANOMI	item_0194	80	5	999	26	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
195	ITEMTYPE_1	YOROGINOMI	item_0195	80	5	999	27	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
196	ITEMTYPE_1	KASIBUNOMI	item_0196	80	5	999	28	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
197	ITEMTYPE_1	HABANNOMI	item_0197	80	5	999	29	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
198	ITEMTYPE_1	NAMONOMI	item_0198	80	5	999	30	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
199	ITEMTYPE_1	RIRIBANOMI	item_0199	80	5	999	31	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
200	ITEMTYPE_1	HOZUNOMI	item_0200	80	5	999	32	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
214	ITEMTYPE_7	SIROIHAABU	item_0214	3000	2	999	50	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
217	ITEMTYPE_7	SENSEINOTUME	item_0217	3000	2	999	51	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	20	0	False	0
218	ITEMTYPE_7	YASURAGINOSUZU	item_0218	3000	2	999	52	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
221	ITEMTYPE_7	OUZYANOSIRUSI	item_0221	3000	2	999	53	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	10	0	False	0
222	ITEMTYPE_7	GINNOKONA	item_0222	3000	2	999	54	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	20	0	False	0
230	ITEMTYPE_7	KIAINOHATIMAKI	item_0230	3000	2	999	56	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	10	0	False	0
231	ITEMTYPE_7	SIAWASETAMAGO	item_0231	3000	2	999	57	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
232	ITEMTYPE_7	PINTORENZU	item_0232	3000	2	999	58	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
233	ITEMTYPE_7	METARUKOOTO	item_0233	3000	2	999	59	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	20	0	False	0
234	ITEMTYPE_7	TABENOKOSI	item_0234	3000	2	999	60	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	10	0	False	0
236	ITEMTYPE_7	DENKIDAMA	item_0236	3000	2	999	61	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
237	ITEMTYPE_7	YAWARAKAISUNA	item_0237	3000	2	999	62	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	20	0	False	0
238	ITEMTYPE_7	KATAIISI	item_0238	3000	2	999	63	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	20	0	False	0
239	ITEMTYPE_7	KISEKINOTANE	item_0239	3000	2	999	64	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	20	0	False	0
240	ITEMTYPE_7	KUROIMEGANE	item_0240	3000	2	999	65	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	20	0	False	0
241	ITEMTYPE_7	KUROOBI	item_0241	3000	2	999	66	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	20	0	False	0
